Gender,Age,Senior Citizen,Married,Number of Dependents,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV
Female,75,Yes,Yes,2,90250,33.914775,-118.348083,93315,No,0,48,No offer,No,0.0,No,Yes,DSL,19,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,29.9,1388.75,0.0,0,0.0,1388.75,5,Stayed,No,49,2617
Female,73,Yes,Yes,0,92014,32.948262,-117.256086,13945,Yes,3,66,No offer,Yes,6.94,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.1,7181.95,0.0,0,458.04,7639.99,3,Stayed,No,35,5360
Male,79,Yes,No,0,92845,33.782955,-118.026456,15878,No,0,21,No offer,Yes,23.23,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.5,429.55,0.0,0,487.83,917.38,4,Stayed,No,62,5766
Male,70,Yes,Yes,0,93301,35.383937,-119.020428,12963,Yes,2,70,Offer A,Yes,14.48,No,Yes,Fiber Optic,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.35,7511.9,0.0,0,1013.6,8525.5,4,Stayed,No,34,5866
Male,80,Yes,Yes,0,94501,37.774633,-122.274434,58555,Yes,3,71,Offer A,Yes,37.25,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,1789.65,0.0,0,2644.75,4434.4,5,Stayed,No,26,5341
Male,70,Yes,Yes,0,95318,37.654551,-119.822984,579,Yes,3,23,Offer D,Yes,31.53,No,Yes,Fiber Optic,20,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0,2024.1,0.0,0,725.19,2749.29,3,Stayed,No,50,4999
Male,71,Yes,Yes,1,95932,39.273096,-122.050763,7503,Yes,1,58,Offer B,Yes,18.43,Yes,Yes,Fiber Optic,10,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,89.85,5125.75,0.0,130,1068.94,6324.6900000000005,3,Stayed,No,58,5035
Female,72,Yes,No,0,96051,40.883853,-122.418258,1236,No,0,53,Offer B,Yes,34.58,No,Yes,Fiber Optic,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.75,5206.55,0.0,0,1832.74,7039.29,4,Stayed,No,58,4766
Male,78,Yes,No,0,96122,39.786755,-120.445626,4236,No,0,64,Offer B,Yes,19.2,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,6548.65,0.0,0,1228.8,7777.45,3,Stayed,No,63,5125
Male,76,Yes,Yes,0,96142,39.061227,-120.179546,1291,Yes,5,72,No offer,Yes,27.74,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,7898.45,0.0,0,1997.28,9895.73,4,Stayed,No,32,4319
Female,74,Yes,No,0,90212,34.062095,-118.401508,11355,No,0,2,Offer E,Yes,19.09,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.95,85.1,0.0,0,38.18,123.28,5,Joined,No,55,4057
Male,74,Yes,Yes,3,90808,33.823943,-118.111335,37417,Yes,1,71,No offer,Yes,46.11,Yes,Yes,DSL,20,No,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,72.9,5139.65,0.0,20,3273.81,8433.46,4,Stayed,No,54,6404
Male,69,Yes,No,0,91910,32.636792,-117.054989,74025,No,0,51,No offer,Yes,4.14,No,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.0,4905.75,0.0,0,211.14,5116.89,4,Stayed,No,77,6034
Male,79,Yes,No,0,92084,33.22784,-117.200024,44692,No,0,67,Offer A,Yes,28.88,Yes,Yes,DSL,11,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.55,4250.1,0.0,0,1934.96,6185.06,3,Stayed,No,67,4494
Female,66,Yes,Yes,0,92102,32.716007,-117.117462,47140,Yes,3,42,No offer,Yes,22.89,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,3930.6,0.0,0,961.38,4891.98,3,Stayed,No,26,4121
Male,38,No,No,1,90015,34.039224,-118.266293,15140,No,0,49,No offer,Yes,44.33,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,0.0,0,2172.17,7208.47,1,Churned,Yes,89,5340
Male,27,No,Yes,0,90029,34.089953,-118.294824,41713,Yes,1,1,No offer,No,0.0,No,Yes,DSL,58,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.2,30.2,0.0,0,0.0,30.2,1,Churned,Yes,90,2915
Male,51,No,No,1,90041,34.137412,-118.207607,27866,No,0,34,Offer C,Yes,21.69,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,3549.25,0.0,0,737.46,4286.71,2,Churned,Yes,65,2941
Female,34,No,Yes,5,90262,33.923573,-118.200669,69850,Yes,1,7,No offer,Yes,8.69,No,Yes,Fiber Optic,53,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.15,496.9,0.0,0,60.83,557.73,1,Churned,Yes,70,3457
Female,22,No,Yes,0,92301,34.667815,-117.536183,18980,Yes,3,61,No offer,Yes,46.27,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.4,1182.55,0.0,0,2822.4700000000003,4005.02,3,Churned,Yes,82,4221
Male,49,No,No,0,92028,33.362575,-117.299644,42239,No,0,12,No offer,Yes,11.12,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.4,518.9,0.0,0,133.44,652.3399999999999,3,Churned,Yes,68,2887
Female,52,No,Yes,0,92377,34.156758,-117.404686,18518,No,0,1,No offer,Yes,21.91,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0.0,0,21.91,96.61,1,Churned,Yes,80,5980
Female,32,No,Yes,0,92401,34.105935,-117.2914,1779,Yes,1,8,No offer,Yes,32.32,No,Yes,Cable,25,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55,680.05,0.0,0,258.56,938.61,1,Churned,Yes,65,2879
Male,33,No,No,0,92630,33.644849,-117.684254,59176,No,0,10,Offer D,Yes,5.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,834.1,0.0,0,59.2,893.3000000000001,3,Churned,Yes,85,2966
Male,29,No,Yes,0,92648,33.679659,-118.016195,42663,Yes,5,39,Offer C,Yes,40.25,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.3,3266.0,0.0,0,1569.75,4835.75,1,Churned,Yes,91,3364
Female,27,No,No,0,93041,34.110124,-119.100972,25634,No,0,7,Offer E,Yes,16.04,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,137.6,0.0,0,112.28,249.88,3,Churned,Yes,91,4479
Female,20,No,Yes,0,93110,34.437945,-119.77191,15757,Yes,7,65,No offer,Yes,34.14,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,6985.65,0.0,0,2219.1,9204.75,1,Churned,Yes,89,5720
Male,31,No,Yes,0,93536,34.741406,-118.38111,49309,Yes,1,3,No offer,Yes,26.71,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,208.85,0.0,0,80.13,288.98,1,Churned,Yes,66,3038
Female,41,No,No,0,92027,33.141265,-116.967221,48690,No,0,62,Offer B,Yes,32.58,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.15,6413.65,0.0,0,2019.96,8433.609999999999,3,Churned,Yes,91,5600
Female,54,No,No,0,94014,37.691561,-122.445202,47453,No,0,15,No offer,Yes,22.39,No,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,0.0,0,335.85,1918.6,1,Churned,Yes,84,2122
Male,53,No,No,0,94541,37.674002,-122.076796,60274,No,0,7,No offer,Yes,9.14,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,112.3,0.0,0,63.98,176.28,3,Churned,Yes,82,4489
Male,30,No,No,0,94553,38.014457,-122.115432,46677,No,0,71,Offer A,Yes,49.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,0.0,0,3508.82,11040.97,1,Churned,Yes,81,5200
Female,26,No,No,0,94596,37.900662,-122.052782,40917,No,0,2,No offer,Yes,30.73,No,Yes,Fiber Optic,39,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,68.95,119.75,0.0,0,61.46,181.21,1,Churned,Yes,84,5225
Female,50,No,No,0,94931,38.326215,-122.718742,7936,No,0,1,Offer E,Yes,6.08,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,19.65,0.0,0,6.08,25.73,3,Churned,Yes,91,5881
Female,26,No,No,0,94945,38.135897,-122.563683,16429,No,0,5,Offer E,Yes,43.99,No,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.0,412.5,40.0,10,219.95,602.45,3,Churned,Yes,90,3937
Female,51,No,Yes,0,95134,37.42765,-121.945416,9657,Yes,1,14,Offer D,Yes,20.4,Yes,Yes,DSL,30,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.7,941.0,0.0,0,285.6,1226.6,1,Churned,Yes,86,4049
Male,58,No,Yes,0,95350,37.671806,-121.007575,52872,Yes,1,17,Offer D,Yes,44.97,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,1149.65,0.0,0,764.49,1914.14,2,Churned,Yes,77,3368
Female,37,No,Yes,0,95357,37.670526,-120.877572,13343,Yes,1,3,Offer E,Yes,48.38,No,Yes,Fiber Optic,14,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,250.05,0.0,0,145.14,395.19000000000005,1,Churned,Yes,72,3212
Male,40,No,No,0,95361,37.785033,-120.776141,25384,No,0,24,No offer,Yes,35.93,Yes,Yes,Fiber Optic,5,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.55,2282.55,0.0,0,862.3199999999999,3144.87,2,Churned,Yes,67,5927
Female,47,No,No,0,95409,38.468893,-122.580539,25718,No,0,15,Offer D,Yes,33.14,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,289.3,0.0,0,497.1,786.4000000000001,1,Churned,Yes,87,5379
Female,35,No,Yes,0,95526,40.372532,-123.525626,695,Yes,1,34,No offer,Yes,43.33,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.65,3207.55,0.0,0,1473.22,4680.77,2,Churned,Yes,87,3979
Male,33,No,Yes,0,95553,40.210895,-123.86,867,Yes,1,59,Offer B,Yes,10.76,Yes,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.1,0.0,0,634.84,6595.9400000000005,3,Churned,Yes,76,6098
Male,63,No,Yes,0,95625,38.349195,-121.902943,171,Yes,1,10,No offer,Yes,30.1,Yes,Yes,Cable,29,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,813.85,0.0,0,301.0,1114.85,2,Churned,Yes,70,5146
Female,20,No,No,0,95673,38.688764,-121.457596,14010,No,0,1,No offer,Yes,35.01,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.0,76.0,0.0,0,35.01,111.01,1,Churned,Yes,72,2567
Male,62,No,Yes,0,95694,38.578604,-122.024579,8406,Yes,1,15,No offer,Yes,40.7,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,1504.05,0.0,0,610.5,2114.55,2,Churned,Yes,90,2055
Female,35,No,No,0,95864,38.585826,-121.376263,23362,No,0,24,No offer,Yes,37.69,Yes,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,2407.3,0.0,0,904.56,3311.86,1,Churned,Yes,85,4016
Male,52,No,Yes,0,95912,38.982373,-122.047751,4796,Yes,1,61,No offer,Yes,46.95,Yes,Yes,Cable,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.0,6547.7,0.0,0,2863.9500000000003,9411.65,1,Churned,Yes,92,4334
Female,44,No,Yes,0,95937,38.931425,-121.946081,19,Yes,1,8,Offer E,Yes,46.13,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,145.0,0.0,0,369.04,514.04,3,Churned,Yes,89,2247
Male,62,No,No,0,95954,39.933852,-121.584371,11168,No,0,17,No offer,Yes,30.61,No,Yes,Fiber Optic,7,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,1313.55,0.0,0,520.37,1833.92,2,Churned,Yes,87,3182
Female,44,No,Yes,0,96021,39.913777,-122.289984,13840,Yes,1,53,No offer,Yes,30.09,No,Yes,Fiber Optic,11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.1,5769.75,0.0,0,1594.77,7364.52,3,Churned,Yes,94,4471
Female,57,No,No,0,90014,34.043144,-118.251977,3524,No,0,46,No offer,Yes,6.18,Yes,Yes,Cable,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,4399.5,0.0,80,284.28,4763.78,2,Churned,Yes,77,2712
Male,28,No,No,0,91321,34.370378,-118.504118,30742,No,0,10,Offer D,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,402.6,0.0,0,344.4,747.0,1,Churned,Yes,67,4097
Female,29,No,No,0,91331,34.255442,-118.421314,97318,No,0,1,Offer E,Yes,30.92,No,Yes,DSL,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,45.15,45.15,0.0,0,30.92,76.07,3,Churned,Yes,89,5828
Female,23,No,No,0,91351,34.422519,-118.420717,59259,No,0,1,Offer E,Yes,5.12,No,Yes,DSL,30,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.95,45.95,0.0,0,5.12,51.07,2,Churned,Yes,69,4888
Female,55,No,No,0,91361,34.130992,-118.894673,18735,No,0,3,Offer E,Yes,46.36,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.75,247.25,0.0,0,139.07999999999998,386.33,2,Churned,Yes,65,4852
Male,50,No,No,0,91761,34.035602,-117.591528,56280,No,0,1,Offer E,Yes,6.95,No,Yes,DSL,11,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.9,50.9,0.0,0,6.95,57.85,1,Churned,Yes,83,5111
Female,45,No,Yes,0,91773,34.102119,-117.815532,33878,Yes,1,31,No offer,Yes,30.07,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,658.95,0.0,0,932.17,1591.12,3,Churned,Yes,67,2687
Female,46,No,Yes,0,92117,32.825086,-117.199424,51213,Yes,1,12,No offer,No,0.0,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.2,309.1,0.0,0,0.0,309.1,1,Churned,Yes,94,3747
Male,23,No,No,0,92117,32.825086,-117.199424,51213,No,0,24,No offer,Yes,27.97,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0.0,0,671.28,2836.33,3,Churned,Yes,95,2050
Female,28,No,No,0,92117,32.825086,-117.199424,51213,No,0,1,No offer,Yes,39.94,No,Yes,Cable,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0.0,0,39.94,85.24,1,Churned,Yes,69,3049
Male,48,No,No,0,92220,33.936298,-116.849577,25859,No,0,22,No offer,Yes,19.19,Yes,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,1730.35,0.0,0,422.18,2152.53,1,Churned,Yes,68,4718
Male,26,No,Yes,0,92249,32.730583,-115.501083,3535,Yes,1,47,Offer B,Yes,17.54,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.35,4065.0,0.0,140,824.38,5029.38,1,Churned,Yes,91,2516
Female,30,No,No,0,92886,33.897253,-117.792202,39458,No,0,3,Offer E,Yes,40.67,No,Yes,Fiber Optic,58,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,80.1,217.55,0.0,0,122.01,339.56,3,Churned,Yes,65,4330
Female,51,No,No,0,93001,34.360261,-119.306383,32899,No,0,2,Offer E,Yes,49.79,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.2,146.05,0.0,10,99.58,255.63,2,Churned,Yes,85,4381
Male,42,No,No,0,93103,34.438581,-119.685368,20893,No,0,1,Offer E,Yes,17.27,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,71.55,71.55,0.0,0,17.27,88.82,1,Churned,Yes,91,5739
Male,52,No,No,0,94005,37.684694,-122.40712,3635,No,0,1,No offer,Yes,3.14,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.4,19.4,0.0,0,3.14,22.54,2,Churned,Yes,66,4152
Male,33,No,Yes,0,94117,37.770533,-122.445121,38756,Yes,1,30,Offer C,Yes,10.5,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.05,2866.45,0.0,0,315.0,3181.45,3,Churned,Yes,68,4095
Female,56,No,No,0,94129,37.797526,-122.464531,2240,No,0,1,No offer,Yes,1.17,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,94.6,0.0,0,1.17,95.77,1,Churned,Yes,96,4033
Male,61,No,Yes,1,94538,37.505768,-121.962472,56126,Yes,5,6,Offer E,Yes,49.2,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.6,260.8,0.0,0,295.20000000000005,556.0,2,Churned,Yes,90,4525
Female,40,No,Yes,0,94572,38.027218,-122.23463,8506,Yes,1,47,No offer,Yes,44.26,No,Yes,Cable,23,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,4045.65,0.0,0,2080.22,6125.87,2,Churned,Yes,90,3631
Male,43,No,No,3,94608,37.83726,-122.287648,24589,No,0,1,No offer,Yes,11.91,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,11.91,31.66,3,Churned,Yes,92,2611
Female,61,No,No,0,94709,37.878554,-122.26609,10147,No,0,7,No offer,Yes,40.32,Yes,Yes,Fiber Optic,18,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,604.7,0.0,0,282.24,886.94,1,Churned,Yes,81,4513
Female,58,No,No,0,95030,37.222842,-121.988727,13290,No,0,1,Offer E,Yes,26.53,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.4,44.4,0.0,0,26.53,70.93,2,Churned,Yes,76,3204
Male,39,No,Yes,0,95350,37.671806,-121.007575,52872,Yes,1,7,Offer E,Yes,14.75,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.35,451.1,0.0,10,103.25,564.35,1,Churned,Yes,82,4292
Male,35,No,No,0,95605,38.592745,-121.540036,12756,No,0,27,No offer,Yes,24.72,Yes,Yes,Fiber Optic,29,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,2180.55,0.0,0,667.4399999999999,2847.99,1,Churned,Yes,91,2518
Female,32,No,Yes,1,95626,38.734997,-121.463719,6197,Yes,1,22,No offer,Yes,5.26,No,Yes,DSL,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,55.15,1206.05,0.0,30,115.72,1351.77,2,Churned,Yes,79,5115
Female,35,No,No,0,95746,38.749466,-121.184196,20675,No,0,1,No offer,No,0.0,No,Yes,Cable,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.1,25.1,0.0,0,0.0,25.1,1,Churned,Yes,79,4769
Female,53,No,No,0,95903,39.125311,-121.392283,5654,No,0,29,No offer,No,0.0,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.6,856.35,0.0,0,0.0,856.35,2,Churned,Yes,77,3615
Female,51,No,No,0,95922,39.432127,-121.099287,632,No,0,17,No offer,Yes,7.66,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.0,1144.5,0.0,80,130.22,1354.72,1,Churned,Yes,70,4390
Female,36,No,No,0,95936,39.578792,-120.780786,404,No,0,4,No offer,Yes,24.09,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,333.6,0.0,0,96.36,429.96,1,Churned,Yes,90,4580
Female,22,No,Yes,0,96009,41.083464,-121.107929,595,Yes,1,22,No offer,Yes,35.04,No,Yes,DSL,76,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,69.5,1498.2,49.57,0,770.88,2219.51,2,Churned,Yes,94,5922
Male,53,No,No,0,96150,38.911577,-120.106169,33038,No,0,31,No offer,Yes,9.27,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.45,3066.45,0.0,0,287.37,3353.82,3,Churned,Yes,65,5387
Female,64,No,No,0,90017,34.052842,-118.264495,20692,No,0,2,No offer,Yes,26.93,No,Yes,DSL,10,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75,146.9,0.0,0,53.86,200.76,1,Churned,Yes,72,3257
Male,39,No,No,0,90031,34.085807,-118.206617,38415,No,0,1,No offer,Yes,48.22,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.3,46.3,0.0,0,48.22,94.52,1,Churned,Yes,73,3017
Female,63,No,No,0,90033,34.050198,-118.210946,49431,No,0,41,No offer,Yes,10.43,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,4443.45,0.0,130,427.63,5001.08,2,Churned,Yes,85,5383
Male,25,No,No,0,91789,34.018354,-117.85492,45118,No,0,5,No offer,No,0.0,No,Yes,Cable,59,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,40.0,223.45,0.0,0,0.0,223.45,1,Churned,Yes,80,3125
Female,59,No,Yes,0,92231,32.690654,-115.431225,27804,Yes,1,6,Offer E,Yes,6.94,No,Yes,DSL,28,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,270.8,0.0,0,41.64,312.44,1,Churned,Yes,86,5271
Female,36,No,Yes,0,92262,33.839989,-116.659215,24924,Yes,1,11,No offer,Yes,7.89,Yes,Yes,Fiber Optic,10,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.0,1145.35,0.0,0,86.78999999999999,1232.14,1,Churned,Yes,88,5750
Male,42,No,Yes,0,92368,34.647959,-117.296957,909,Yes,1,1,No offer,Yes,12.04,No,Yes,Cable,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.0,95.0,0.0,0,12.04,107.04,1,Churned,Yes,82,4489
Male,56,No,No,0,92405,34.142747,-117.300864,24644,No,0,2,No offer,Yes,15.79,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,28.3,0.0,0,31.58,59.88,3,Churned,Yes,94,2279
Male,57,No,Yes,0,92591,33.540604,-117.10909,25655,Yes,1,4,No offer,Yes,28.22,Yes,Yes,Fiber Optic,10,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,420.2,0.0,0,112.88,533.0799999999999,2,Churned,Yes,82,2650
Female,39,No,Yes,0,92647,33.723579,-118.005441,58764,Yes,1,58,Offer B,Yes,27.99,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.45,6144.55,0.0,0,1623.4199999999998,7767.97,1,Churned,Yes,89,6424
Female,26,No,No,0,93204,35.916943,-120.129921,14697,No,0,3,Offer E,No,0.0,No,Yes,Cable,52,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.25,139.35,0.0,0,0.0,139.35,1,Churned,Yes,88,2802
Male,21,No,Yes,0,94062,37.410567,-122.297152,25569,Yes,1,55,Offer B,Yes,10.61,Yes,Yes,Fiber Optic,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,5743.05,0.0,0,583.55,6326.6,1,Churned,Yes,86,4369
Male,44,No,No,0,94619,37.787186,-122.14633,24518,No,0,1,No offer,Yes,16.06,No,Yes,Fiber Optic,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,89.1,0.0,0,16.06,105.16,2,Churned,Yes,79,2905
